run_id,model_id,provider,eval_date_utc,item_id,relation,raw_response,parsed_clean,invalid_reason,latency_ms
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,858,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,859,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,860,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,868,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,911,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,934,parallel to,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,937,perpendicular to,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,959,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,984,parallel to,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,986,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1018,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1019,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1020,parallel to,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1035,parallel to,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1042,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1078,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1093,facing away from,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1132,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1158,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1167,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1178,parallel to,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1202,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1219,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1234,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1243,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1266,facing away from,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1296,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1308,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1312,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1329,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1338,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1342,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1369,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1375,facing away from,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1376,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1380,parallel to,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1384,parallel to,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1400,facing away from,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1405,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1450,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1457,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1490,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1559,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1592,facing away from,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1608,parallel to,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1611,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1617,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1650,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1662,parallel to,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1663,perpendicular to,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1682,perpendicular to,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1760,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1773,facing away from,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1775,perpendicular to,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1792,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1810,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1815,parallel to,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1816,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1822,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1839,perpendicular to,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1877,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1893,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1905,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1910,facing away from,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1911,facing away from,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1928,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1934,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1939,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1942,parallel to,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1949,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1953,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1997,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,1999,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,2000,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,2009,parallel to,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,2015,facing away from,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,2034,facing away from,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,2059,perpendicular to,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,2100,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,2124,parallel to,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,2141,parallel to,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,2151,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,2160,facing,CLEAN,CLEAN,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,2165,facing,AMBIGUOUS,AMBIGUOUS,,
gpt56sol_clean_ambiguity_137_20260812,GPT-5.6 Sol,OpenAI,2026-08-12,2189,facing,AMBIGUOUS,AMBIGUOUS,,
