id,statement,relation,ground_truth,prediction,correct,raw_output,image_url,thinking_likely,retries
1078,The dog is facing the horse.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000331503.jpg,0,0
1093,The laptop is facing away from the chair.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000131011.jpg,0,0
1158,The refrigerator is facing the cat.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000477647.jpg,0,0
1167,The dog is facing away from the horse.,facing away from,None,clean,,clean,http://images.cocodataset.org/val2017/000000049269.jpg,0,0
1234,The person is facing the refrigerator.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000214305.jpg,0,0
959,The cat is facing away from the toilet.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000439364.jpg,0,0
1035,The skateboard is parallel to the couch.,parallel to,None,clean,,clean,http://images.cocodataset.org/train2017/000000391685.jpg,0,0
1219,The person is facing away from the keyboard.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000544046.jpg,0,0
1132,The person is facing the book.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000527224.jpg,0,0
1178,The bench is parallel to the person.,parallel to,None,clean,,clean,http://images.cocodataset.org/train2017/000000385504.jpg,0,0
1243,The cat is facing the teddy bear.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000104510.jpg,0,0
1202,The bird is facing the elephant.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000099628.jpg,0,0
1375,The cat is facing away from the refrigerator.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000423921.jpg,0,0
1329,The oven is facing the tv.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000164587.jpg,0,0
1338,The cat is facing the keyboard.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000078741.jpg,0,0
1312,The hair drier is facing away from the person.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000092020.jpg,0,0
1380,The train is parallel to the boat.,parallel to,None,clean,,clean,http://images.cocodataset.org/train2017/000000507535.jpg,0,0
1376,The laptop is facing the cat.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000491250.jpg,0,0
1400,The cat is facing away from the suitcase.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000159118.jpg,0,0
1384,The person is parallel to the snowboard.,parallel to,None,clean,,clean,http://images.cocodataset.org/train2017/000000409025.jpg,0,0
1405,The teddy bear is facing the book.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000369653.jpg,0,0
1457,The cow is facing the chair.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000316536.jpg,0,0
1450,The person is facing the bear.,facing,None,clean,,clean,http://images.cocodataset.org/val2017/000000390826.jpg,0,0
1490,The laptop is facing away from the person.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000517967.jpg,0,0
1592,The dog is facing away from the person.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000542165.jpg,0,0
1608,The book is parallel to the bed.,parallel to,None,clean,,clean,http://images.cocodataset.org/train2017/000000364725.jpg,0,0
1650,The chair is facing the hot dog.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000257073.jpg,0,0
1559,The cat is facing the laptop.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000369208.jpg,0,0
1682,The cow is perpendicular to the motorcycle.,perpendicular to,None,clean,,clean,http://images.cocodataset.org/train2017/000000186275.jpg,0,0
1760,The person is facing the bed.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000514254.jpg,0,0
1611,The cat is facing the backpack.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000207093.jpg,0,0
1617,The cow is facing the bench.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000182032.jpg,0,0
1773,The cat is facing away from the bed.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000293276.jpg,0,0
1662,The car is parallel to the motorcycle.,parallel to,None,clean,,clean,http://images.cocodataset.org/train2017/000000326689.jpg,0,0
1792,The cat is facing the person.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000434385.jpg,0,0
1816,The book is facing the cat.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000481313.jpg,0,0
1019,The person is facing the banana.,facing,None,clean,,clean,http://images.cocodataset.org/val2017/000000550714.jpg,0,0
1815,The bicycle is parallel to the motorcycle.,parallel to,None,clean,,clean,http://images.cocodataset.org/train2017/000000223930.jpg,0,0
1266,The cat is facing away from the bed.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000175383.jpg,0,0
1810,The bus is facing the dining table.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000131361.jpg,0,0
1296,The horse is facing away from the zebra.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000568005.jpg,0,0
1663,The knife is perpendicular to the carrot.,perpendicular to,None,clean,,clean,http://images.cocodataset.org/train2017/000000213881.jpg,0,0
1822,The cat is facing the tv.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000070033.jpg,0,0
1308,The tv is facing the toilet.,facing,None,ambiguous,,ambiguous,http://images.cocodataset.org/train2017/000000028149.jpg,0,0
1934,The person is facing the laptop.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000294083.jpg,0,0
1369,The laptop is facing the cat.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000453400.jpg,0,0
1342,The cell phone is facing the person.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000125698.jpg,0,0
1928,The umbrella is facing the bed.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000553361.jpg,0,0
1905,The teddy bear is facing the person.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000002839.jpg,0,0
1939,The person is facing away from the refrigerator.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000272253.jpg,0,0
1893,The teddy bear is facing the dog.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000135202.jpg,0,0
1839,The train is perpendicular to the bus.,perpendicular to,None,ambiguous,,ambiguous,http://images.cocodataset.org/train2017/000000409009.jpg,0,0
1910,The person is facing away from the toaster.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000174496.jpg,0,0
2009,The dining table is parallel to the bench.,parallel to,None,clean,,clean,http://images.cocodataset.org/train2017/000000472930.jpg,0,0
1999,The refrigerator is facing the person.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000116334.jpg,0,0
1877,The laptop is facing the person.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000578572.jpg,0,0
2000,The cat is facing away from the tv.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000087456.jpg,0,0
1949,The cow is facing the dog.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000036345.jpg,0,0
1775,The book is perpendicular to the bed.,perpendicular to,None,clean,,clean,http://images.cocodataset.org/train2017/000000420450.jpg,0,0
1911,The bench is facing away from the parking meter.,facing away from,None,ambiguous,,ambiguous,http://images.cocodataset.org/val2017/000000333956.jpg,0,0
2059,The car is perpendicular to the motorcycle.,perpendicular to,None,clean,,clean,http://images.cocodataset.org/train2017/000000385145.jpg,0,0
2100,The bird is facing the book.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000176180.jpg,0,0
2124,The motorcycle is parallel to the car.,parallel to,None,clean,,clean,http://images.cocodataset.org/train2017/000000540187.jpg,0,0
2034,The bench is facing away from the parking meter.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000544094.jpg,0,0
2015,The couch is facing away from the laptop.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000455975.jpg,0,0
1953,The cow is facing away from the person.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000146236.jpg,0,0
2160,The person is facing the dining table.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000042042.jpg,0,0
2189,The bear is facing the teddy bear.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000107571.jpg,0,0
2165,The cat is facing the laptop.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000407386.jpg,0,0
1942,The motorcycle is parallel to the bus.,parallel to,None,clean,,clean,http://images.cocodataset.org/train2017/000000055303.jpg,0,0
1997,The cat is facing away from the toilet.,facing away from,None,clean,,clean,http://images.cocodataset.org/train2017/000000439486.jpg,0,0
2151,The bear is facing the person.,facing,None,clean,,clean,http://images.cocodataset.org/train2017/000000015391.jpg,0,0
2141,The bed is parallel to the bicycle.,parallel to,None,clean,,clean,http://images.cocodataset.org/train2017/000000002139.jpg,0,0
