item_id,relation,raw_response
851,away from,False
852,touching,True
853,behind,True
854,close to,False
855,in front of,False
856,next to,True
857,behind,True
858,facing away from,False
859,facing,False
860,facing,False
861,behind,True
862,far away from,False
863,behind,False
864,touching,False
865,at the left side of,False
866,left of,False
867,below,False
868,facing away from,True
869,on top of,True
870,beside,True
871,next to,True
872,at the left side of,True
873,under,True
874,in,True
875,at the left side of,False
876,on top of,False
877,surrounding,True
878,at the right side of,False
879,touching,False
880,on top of,False
881,touching,True
882,contains,False
883,far away from,False
884,on,False
885,on top of,True
886,in front of,True
887,on top of,True
888,left of,False
889,along,True
890,away from,False
891,close to,True
892,above,False
893,on,False
894,behind,True
895,behind,True
896,touching,False
897,in front of,False
898,at the left side of,False
899,part of,True
900,at the right side of,True
901,in front of,True
902,under,True
903,contains,True
904,beyond,True
905,on,False
906,in,False
907,inside,True
908,surrounding,False
909,in front of,True
910,at the right side of,False
911,facing away from,False
912,right of,True
913,outside,False
914,touching,True
915,beneath,True
916,behind,True
917,at the left side of,True
918,on top of,True
919,behind,True
920,left of,False
921,above,False
922,on,False
923,on top of,True
924,at the left side of,True
925,below,False
926,near,True
927,touching,True
928,next to,False
929,inside,True
930,near,True
931,off,True
932,above,True
933,in front of,True
934,parallel to,False
935,over,False
936,in,False
937,perpendicular to,True
938,behind,True
939,beside,False
940,touching,False
941,surrounding,True
942,touching,True
943,at the right side of,True
944,far from,False
945,below,True
946,over,True
947,at the left side of,False
948,on top of,True
949,behind,True
950,close to,True
951,behind,True
952,above,True
953,on top of,False
954,at the right side of,False
955,above,False
956,left of,True
957,next to,False
958,at the right side of,False
959,facing away from,False
960,at the back of,False
961,in the middle of,True
962,at the left side of,False
963,below,True
964,beside,False
965,at the right side of,True
966,at the left side of,True
967,in front of,True
968,contains,True
969,beneath,True
970,left of,False
971,attached to,False
972,on top of,True
973,contains,True
974,below,False
975,inside,True
976,touching,True
977,behind,True
978,far away from,True
979,behind,False
980,under,True
981,under,True
982,at the edge of,True
983,in,True
984,parallel to,True
985,over,False
986,facing,True
987,in front of,True
988,contains,True
989,at the left side of,False
990,on top of,False
991,within,True
992,next to,True
993,in front of,False
994,on,False
995,under,True
996,behind,True
997,touching,True
998,next to,True
999,in front of,True
1000,at the edge of,True
1001,behind,True
1002,in front of,False
1003,on,True
1004,beside,True
1005,in the middle of,True
1006,above,True
1007,next to,True
1008,on top of,False
1009,adjacent to,True
1010,under,False
1011,above,True
1012,beneath,False
1013,at the edge of,False
1014,at the right side of,False
1015,above,True
1016,beside,False
1017,under,True
1018,facing away from,False
1019,facing,True
1020,parallel to,True
1021,surrounding,True
1022,adjacent to,True
1023,far from,False
1024,at the left side of,False
1025,at the left side of,True
1026,at the right side of,False
1027,inside,False
1028,touching,True
1029,on top of,True
1030,ahead of,True
1031,on,True
1032,on,False
1033,touching,True
1034,next to,True
1035,parallel to,False
1036,behind,False
1037,behind,True
1038,in front of,False
1039,at the left side of,True
1040,touching,True
1041,in front of,False
1042,facing away from,True
1043,below,False
1044,in front of,True
1045,behind,True
1046,at the right side of,True
1047,by,True
1048,touching,True
1049,in front of,False
1050,touching,True
1051,in front of,True
1052,at the left side of,False
1053,touching,True
1054,in front of,True
1055,touching,True
1056,touching,True
1057,at the right side of,True
1058,inside,False
1059,above,True
1060,in front of,True
1061,on,False
1062,next to,True
1063,under,True
1064,under,True
1065,by,True
1066,touching,False
1067,at the right side of,True
1068,behind,True
1069,far from,False
1070,under,True
1071,touching,True
1072,far from,False
1073,contains,True
1074,touching,False
1075,beside,False
1076,under,True
1077,behind,True
1078,facing,False
1079,near,True
1080,below,True
1081,at the right side of,False
1082,touching,True
1083,on,False
1084,on,False
1085,behind,True
1086,beside,True
1087,touching,False
1088,under,True
1089,inside,True
1090,at the right side of,False
1091,touching,True
1092,on,True
1093,facing away from,True
1094,right of,True
1095,away from,True
1096,attached to,False
1097,touching,True
1098,above,True
1099,under,False
1100,at the right side of,True
1101,touching,True
1102,touching,True
1103,at the left side of,True
1104,left of,True
1105,in,True
1106,touching,False
1107,in front of,True
1108,next to,True
1109,under,True
1110,on,False
1111,behind,False
1112,touching,True
1113,on top of,True
1114,at the right side of,True
1115,away from,False
1116,below,False
1117,under,False
1118,far from,False
1119,behind,True
1120,away from,False
1121,at the left side of,True
1122,beside,False
1123,under,False
1124,below,True
1125,alongside,True
1126,touching,True
1127,behind,True
1128,next to,False
1129,far away from,False
1130,touching,True
1131,detached from,True
1132,facing,True
1133,behind,True
1134,close to,True
1135,behind,False
1136,below,True
1137,under,True
1138,in the middle of,True
1139,above,True
1140,on,True
1141,touching,False
1142,at the edge of,False
1143,under,True
1144,far away from,False
1145,touching,False
1146,beyond,True
1147,under,True
1148,touching,True
1149,below,True
1150,away from,False
1151,at the left side of,True
1152,above,True
1153,touching,True
1154,beneath,True
1155,at the right side of,True
1156,in front of,True
1157,at the right side of,False
1158,facing,True
1159,inside,True
1160,under,True
1161,in the middle of,False
1162,on top of,True
1163,touching,True
1164,in front of,True
1165,in front of,True
1166,across,False
1167,facing away from,True
1168,at the right side of,True
1169,on top of,False
1170,in front of,True
1171,at the edge of,True
1172,under,True
1173,in front of,True
1174,near,True
1175,touching,True
1176,in front of,False
1177,on top of,True
1178,parallel to,True
1179,at the right side of,True
1180,at the left side of,False
1181,on,False
1182,below,False
1183,left of,True
1184,touching,False
1185,touching,False
1186,under,False
1187,off,False
1188,touching,True
1189,in,True
1190,touching,True
1191,over,True
1192,above,False
1193,far from,False
1194,in front of,True
1195,left of,False
1196,behind,False
1197,under,True
1198,at the back of,True
1199,touching,True
1200,on top of,False
1201,on,True
1202,facing,True
1203,behind,True
1204,at the left side of,False
1205,next to,True
1206,on,False
1207,beneath,True
1208,touching,False
1209,touching,False
1210,at the left side of,False
1211,behind,True
1212,around,True
1213,far away from,False
1214,has as a part,True
1215,on top of,True
1216,next to,True
1217,on top of,True
1218,under,False
1219,facing away from,True
1220,far away from,False
1221,touching,True
1222,right of,True
1223,on,True
1224,touching,True
1225,under,True
1226,at the right side of,True
1227,below,False
1228,far away from,False
1229,above,False
1230,at the right side of,True
1231,at the left side of,True
1232,next to,True
1233,left of,True
1234,facing,False
1235,at the back of,True
1236,on top of,True
1237,beyond,False
1238,at the edge of,True
1239,below,True
1240,beneath,False
1241,under,True
1242,beside,True
1243,facing,False
1244,behind,True
1245,behind,True
1246,at the left side of,False
1247,on top of,False
1248,next to,True
1249,has as a part,True
1250,down from,False
1251,behind,True
1252,beside,False
1253,behind,False
1254,in front of,True
1255,touching,True
1256,at the right side of,True
1257,on,False
1258,at the edge of,True
1259,far away from,True
1260,at the right side of,False
1261,below,True
1262,next to,False
1263,at the back of,True
1264,at the left side of,False
1265,by,True
1266,facing away from,True
1267,inside,False
1268,across from,False
1269,across from,False
1270,surrounding,True
1271,above,True
1272,at the left side of,False
1273,behind,False
1274,at the left side of,False
1275,next to,True
1276,next to,True
1277,touching,True
1278,on,True
1279,behind,True
1280,beneath,True
1281,at the left side of,True
1282,at the edge of,True
1283,near,True
1284,next to,True
1285,at the left side of,True
1286,under,True
1287,on top of,True
1288,far away from,False
1289,contains,False
1290,in front of,True
1291,in,True
1292,adjacent to,True
1293,inside,False
1294,beside,True
1295,at the left side of,True
1296,facing away from,True
1297,beneath,True
1298,behind,True
1299,left of,True
1300,touching,True
1301,near,True
1302,below,False
1303,at the edge of,True
1304,in front of,True
1305,at the left side of,True
1306,in front of,True
1307,left of,True
1308,facing,False
1309,on,True
1310,touching,False
1311,part of,False
1312,facing away from,True
1313,on,True
1314,on top of,True
1315,touching,True
1316,touching,False
1317,at the left side of,False
1318,on top of,False
1319,off,False
1320,above,True
1321,above,False
1322,at the left side of,False
1323,above,True
1324,contains,False
1325,below,True
1326,in front of,False
1327,under,True
1328,at the left side of,False
1329,facing,False
1330,in,False
1331,far away from,False
1332,beneath,True
1333,behind,True
1334,at the right side of,False
1335,under,False
1336,adjacent to,False
1337,beside,False
1338,facing,False
1339,on top of,False
1340,near,False
1341,near,False
1342,facing,True
1343,part of,True
1344,behind,False
1345,at the left side of,False
1346,touching,False
1347,on top of,True
1348,under,True
1349,beneath,False
1350,left of,False
1351,above,True
1352,below,True
1353,at the left side of,False
1354,on,True
1355,away from,False
1356,at the left side of,True
1357,in front of,False
1358,at the left side of,False
1359,touching,False
1360,in,False
1361,next to,False
1362,behind,False
1363,beyond,False
1364,left of,True
1365,in front of,False
1366,away from,True
1367,at the right side of,False
1368,above,False
1369,facing,False
1370,right of,False
1371,adjacent to,False
1372,in,True
1373,touching,False
1374,touching,False
1375,facing away from,True
1376,facing,True
1377,touching,True
1378,ahead of,True
1379,beneath,True
1380,parallel to,False
1381,beneath,False
1382,attached to,True
1383,left of,True
1384,parallel to,False
1385,touching,True
1386,at the left side of,True
1387,above,True
1388,under,True
1389,below,False
1390,in front of,True
1391,at the left side of,True
1392,left of,True
1393,beside,True
1394,below,True
1395,in front of,False
1396,under,True
1397,beside,True
1398,touching,True
1399,at the edge of,False
1400,facing away from,False
1401,outside,False
1402,touching,True
1403,on,True
1404,on top of,False
1405,facing,False
1406,opposite to,True
1407,touching,False
1408,at the back of,False
1409,below,True
1410,against,True
1411,in front of,True
1412,far from,True
1413,on top of,False
1414,at the left side of,False
1415,below,True
1416,by,True
1417,on top of,True
1418,contains,True
1419,in the middle of,True
1420,behind,True
1421,off,False
1422,next to,False
1423,over,True
1424,behind,True
1425,beneath,False
1426,behind,True
1427,above,False
1428,in front of,True
1429,behind,False
1430,in front of,True
1431,above,True
1432,away from,False
1433,under,True
1434,behind,False
1435,on,False
1436,connected to,True
1437,at the left side of,True
1438,on,False
1439,under,True
1440,right of,False
1441,behind,False
1442,touching,True
1443,on top of,False
1444,below,False
1445,behind,False
1446,contains,True
1447,behind,True
1448,in front of,False
1449,touching,False
1450,facing,True
1451,at the edge of,False
1452,in front of,True
1453,under,False
1454,at the left side of,False
1455,touching,False
1456,below,True
1457,facing,True
1458,in front of,False
1459,above,False
1460,next to,True
1461,contains,False
1462,under,True
1463,touching,False
1464,above,False
1465,outside,False
1466,detached from,False
1467,behind,True
1468,on,True
1469,behind,False
1470,behind,True
1471,on,True
1472,far away from,False
1473,touching,False
1474,touching,True
1475,touching,False
1476,contains,True
1477,contains,False
1478,on top of,True
1479,behind,True
1480,next to,False
1481,above,False
1482,next to,True
1483,in,False
1484,over,False
1485,under,False
1486,at the left side of,True
1487,on,True
1488,on top of,True
1489,on,False
1490,facing away from,True
1491,touching,True
1492,touching,True
1493,at the back of,True
1494,at the right side of,True
1495,next to,False
1496,behind,False
1497,contains,True
1498,below,False
1499,at the left side of,True
1500,in front of,True
1501,at the right side of,True
1502,behind,False
1503,contains,True
1504,contains,True
1505,close to,False
1506,right of,True
1507,at the right side of,False
1508,touching,False
1509,far from,True
1510,at the left side of,True
1511,right of,True
1512,at the right side of,False
1513,on top of,False
1514,connected to,False
1515,on top of,True
1516,in,False
1517,under,False
1518,by,True
1519,touching,True
1520,on,True
1521,far away from,True
1522,far away from,False
1523,on,False
1524,touching,True
1525,over,True
1526,contains,False
1527,on,True
1528,at the right side of,True
1529,behind,True
1530,on top of,False
1531,touching,True
1532,on,False
1533,contains,True
1534,in the middle of,True
1535,inside,False
1536,touching,False
1537,by,False
1538,touching,True
1539,touching,True
1540,below,False
1541,contains,True
1542,in front of,True
1543,behind,False
1544,on,True
1545,left of,False
1546,touching,True
1547,behind,False
1548,surrounding,True
1549,close to,False
1550,at the edge of,True
1551,across from,False
1552,over,True
1553,under,True
1554,below,False
1555,at the back of,True
1556,in,False
1557,at the left side of,False
1558,opposite to,False
1559,facing,True
1560,next to,True
1561,far away from,False
1562,on,True
1563,behind,True
1564,below,False
1565,at the right side of,True
1566,in,False
1567,on top of,False
1568,below,False
1569,contains,True
1570,in,True
1571,in,False
1572,behind,False
1573,far away from,False
1574,beneath,True
1575,in front of,True
1576,below,False
1577,touching,True
1578,at the right side of,True
1579,beneath,True
1580,far away from,False
1581,touching,True
1582,ahead of,True
1583,contains,False
1584,touching,True
1585,above,False
1586,under,False
1587,on top of,True
1588,touching,False
1589,in,True
1590,at the back of,True
1591,behind,False
1592,facing away from,False
1593,at the back of,True
1594,in the middle of,False
1595,on top of,False
1596,inside,False
1597,on,False
1598,beneath,True
1599,in front of,True
1600,in,True
1601,inside,False
1602,in,True
1603,away from,False
1604,in front of,True
1605,touching,False
1606,touching,True
1607,beside,True
1608,parallel to,True
1609,touching,False
1610,with,True
1611,facing,True
1612,behind,True
1613,next to,False
1614,under,False
1615,in,True
1616,behind,False
1617,facing,True
1618,in front of,True
1619,far away from,False
1620,beneath,True
1621,on,False
1622,touching,False
1623,in front of,True
1624,at the edge of,True
1625,at the right side of,True
1626,far from,True
1627,under,True
1628,behind,True
1629,on top of,False
1630,behind,False
1631,contains,True
1632,behind,True
1633,right of,True
1634,behind,True
1635,adjacent to,True
1636,touching,True
1637,by,True
1638,at the left side of,False
1639,behind,True
1640,in,True
1641,beneath,True
1642,under,True
1643,in front of,True
1644,at the left side of,False
1645,at the side of,True
1646,at the right side of,True
1647,contains,False
1648,inside,True
1649,surrounding,False
1650,facing,False
1651,behind,False
1652,below,False
1653,touching,True
1654,behind,False
1655,right of,False
1656,touching,True
1657,on,False
1658,next to,False
1659,under,True
1660,in the middle of,False
1661,across from,True
1662,parallel to,True
1663,perpendicular to,True
1664,in front of,False
1665,in front of,False
1666,at the left side of,True
1667,behind,False
1668,on top of,False
1669,away from,True
1670,next to,False
1671,above,False
1672,behind,True
1673,left of,False
1674,on,True
1675,behind,True
1676,below,True
1677,inside,True
1678,at the back of,True
1679,touching,False
1680,on,True
1681,touching,True
1682,perpendicular to,False
1683,behind,False
1684,touching,False
1685,under,True
1686,under,True
1687,behind,True
1688,on top of,True
1689,far away from,False
1690,near,False
1691,away from,False
1692,in front of,True
1693,at the right side of,False
1694,contains,True
1695,behind,True
1696,on top of,False
1697,under,True
1698,at the right side of,False
1699,touching,True
1700,off,False
1701,behind,False
1702,off,True
1703,at the left side of,False
1704,right of,False
1705,away from,False
1706,above,False
1707,below,False
1708,under,False
1709,within,False
1710,under,True
1711,in front of,True
1712,left of,True
1713,beneath,True
1714,touching,True
1715,away from,False
1716,off,False
1717,at the side of,False
1718,by,True
1719,over,False
1720,under,False
1721,on,False
1722,on,True
1723,next to,True
1724,touching,False
1725,touching,True
1726,touching,False
1727,near,True
1728,touching,False
1729,in front of,True
1730,above,True
1731,away from,False
1732,touching,False
1733,on,True
1734,into,True
1735,far from,False
1736,toward,False
1737,touching,True
1738,far from,False
1739,touching,True
1740,over,True
1741,at the left side of,False
1742,in front of,True
1743,on,True
1744,contains,False
1745,touching,True
1746,surrounding,False
1747,at the left side of,True
1748,in front of,False
1749,beneath,True
1750,close to,True
1751,over,True
1752,surrounding,True
1753,in front of,False
1754,near,False
1755,touching,True
1756,surrounding,True
1757,on,False
1758,beneath,True
1759,under,True
1760,facing,False
1761,next to,True
1762,behind,False
1763,behind,False
1764,in front of,True
1765,beneath,True
1766,in,False
1767,left of,True
1768,close to,False
1769,touching,True
1770,at the edge of,False
1771,within,False
1772,in front of,True
1773,facing away from,False
1774,in,False
